Input.Number	Input.Sentence	Answer.relations	Answer.if_single_relation	Answer.if_positive_agg	Answer.if_negative_agg	Answer.relationtype
9997	tax evasion may even raise revenue	[nan, [{'concept1': 'tax evasion', 'relation': 'raise', 'concept2': 'revenue', 'relationtype': 'positive'}], [{'concept1': 'tax evasion', 'relation': 'raise', 'concept2': 'revenue', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
10006	a serious oil spill could scuttle those drilling operations environment	[[{'concept1': 'a serious oil spill', 'relation': 'scuttle', 'concept2': 'drilling operations environment', 'relationtype': 'negative'}], [{'concept1': 'oil spill', 'relation': 'scuttle', 'concept2': 'drilling operations', 'relationtype': 'negative'}], [{'concept1': 'spill', 'relation': 'scuttle', 'concept2': 'environment', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
10010	the permanent damage to the environment is from the drilling and presence of the oil well	[[{'concept1': 'missing', 'relation': 'wrong', 'concept2': 'grammatical', 'relationtype': 'negative'}, {'concept1': 'missing', 'relation': 'information', 'concept2': 'grammatical', 'relationtype': 'negative'}], [{'concept1': 'the presence of the oil well', 'relation': 'is from', 'concept2': 'the permanent damage to the environment', 'relationtype': 'positive'}, {'concept1': 'the drilling', 'relation': 'is from', 'concept2': 'the permanent damage to the environment', 'relationtype': 'positive'}], [{'concept1': 'the permanent damage', 'relation': 'drilling', 'concept2': 'the environment', 'relationtype': 'positive'}, {'concept1': 'the permanent damage', 'relation': 'presence of the oil well', 'concept2': 'the environment', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 0, 'max': 2, 'agg': 2}, 'negative': {'min': 0, 'max': 2, 'agg': 0}}
10027	the filibuster is an effective tool in protecting the rights of the minority	[[{'concept1': 'Filibuster', 'relation': 'Protecting', 'concept2': 'Rights of the minority', 'relationtype': 'positive'}], [{'concept1': 'filibuster', 'relation': 'protecting', 'concept2': 'rights of the minority', 'relationtype': 'positive'}], nan]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
10058	what geoengineering can do is slow the increase in temperatures , delay potentially catastrophic tipping point events such as a disastrous melting of the arctic permafrost and give we time to make the changes to wes ' economies and wes ' societies necessary to end the climate disaster	[[{'concept1': 'geoengineering', 'relation': 'slow', 'concept2': 'increase in temperatures', 'relationtype': 'negative'}, {'concept1': 'geoengineering', 'relation': 'delay', 'concept2': 'potentially catastrophic tipping point events', 'relationtype': 'negative'}], [{'concept1': 'geoengineering', 'relation': 'slow', 'concept2': 'increase in temperatures', 'relationtype': 'positive'}, {'concept1': 'geoengineering', 'relation': 'delay', 'concept2': 'potentially catastrophic tipping point events', 'relationtype': 'positive'}, {'concept1': 'geoengineering', 'relation': 'give time', 'concept2': "to make the changes to wes ' economies", 'relationtype': 'positive'}], [{'concept1': 'geoengineering', 'relation': 'slow', 'concept2': 'increase in temperatures', 'relationtype': 'negative'}]]	0	0	1	{'positive': {'min': 0, 'max': 3, 'agg': 0}, 'negative': {'min': 0, 'max': 2, 'agg': 1}}
10098	labels inform the consumers	[[{'concept1': 'labels', 'relation': 'inform', 'concept2': 'consumers', 'relationtype': 'positive'}], [{'concept1': 'labels', 'relation': 'inform', 'concept2': 'the consumers', 'relationtype': 'positive'}], [{'concept1': 'labels', 'relation': 'inform', 'concept2': 'consumers', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
10123	the so called free trade act disadvantages mexican workers	[[{'concept1': 'act', 'relation': 'disadvantages', 'concept2': 'workers', 'relationtype': 'negative'}], [{'concept1': 'so called free trade act', 'relation': 'disadvantages', 'concept2': 'mexican workers', 'relationtype': 'negative'}], [{'concept1': 'free trade act', 'relation': 'disadvantages', 'concept2': 'mexican workers', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
10132	iran will be pursuing nuclear weapons that iran funds and aids terrorist groups and that iran is dedicated to cause chaos in order to bring about a second coming of sorts	[[{'concept1': 'iran', 'relation': 'funds', 'concept2': 'terrorist groups', 'relationtype': 'negative'}, {'concept1': 'iran', 'relation': 'pursuing', 'concept2': 'nuclear weapons', 'relationtype': 'negative'}], [{'concept1': 'chaos', 'relation': 'bring about', 'concept2': 'a second coming of sorts', 'relationtype': 'positive'}, {'concept1': 'iran', 'relation': 'cause', 'concept2': 'chaos', 'relationtype': 'positive'}], nan]	0	0	0	{'positive': {'min': 0, 'max': 2, 'agg': 0}, 'negative': {'min': 0, 'max': 2, 'agg': 0}}
10138	existing laws check unfair practices	[nan, [{'concept1': 'existing laws', 'relation': 'check', 'concept2': 'unfair practices', 'relationtype': 'negative'}], [{'concept1': 'existing laws', 'relation': 'check', 'concept2': 'unfair practices', 'relationtype': 'positive'}]]	1	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
10165	ronald reagan s first executive order , in fact , eliminated price controls on oil and natural gas	[[{'concept1': 'ronald reagan s first executive order', 'relation': 'eliminated', 'concept2': 'price controls on oil and natural gas', 'relationtype': 'negative'}], [{'concept1': 'order', 'relation': 'eliminated', 'concept2': 'price controls', 'relationtype': 'negative'}], [{'concept1': 'ronald reagan s first executive order', 'relation': 'eliminated', 'concept2': 'price controls on oil and natural gas', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
10179	ban smoking in workplaces and public places , the increase in the number of households with smoke free home rules , and the decreases in adult and youth smoking realize	[nan, [{'concept1': 'ban smoking', 'relation': 'increase in', 'concept2': 'smoke free home rules', 'relationtype': 'positive'}], [{'concept1': 'ban smoking in workplaces and public places', 'relation': 'decreases', 'concept2': 'adult and youth smoking', 'relationtype': 'negative'}, {'concept1': 'Banning smoking in workplaces and public places', 'relation': 'increases', 'concept2': 'number of households with smoke free home rules', 'relationtype': 'positive'}]]	0	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
10196	this was towards reforestation only help in that due to the efforts we put towards reforestation remove carbon from earth 's atmosphere and mitigate the effects of tropical deforestation	[[{'concept1': "remove carbon from earth 's atmosphere", 'relation': 'mitigate', 'concept2': 'effects of tropical deforestation', 'relationtype': 'negative'}], [{'concept1': 'efforts', 'relation': 'remove', 'concept2': 'carbon', 'relationtype': 'negative'}, {'concept1': 'efforts', 'relation': 'mitigate', 'concept2': 'effects', 'relationtype': 'negative'}], [{'concept1': 'reforestation', 'relation': 'remove carbon', 'concept2': "earth 's atmosphere", 'relationtype': 'negative'}]]	0	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 2, 'agg': 1}}
10220	a final rule containing a broad set of federal requirements lists the following restrictions on tobacco marketing : prohibits tobacco brand name sponsorship of any athletic , or any team or entry in those events	[[{'concept1': 'restrictions on tobacco marketing', 'relation': 'prohibits tobacco brand name sponsorship', 'concept2': 'any athletic', 'relationtype': 'negative'}, {'concept1': 'restrictions on tobacco marketing', 'relation': 'prohibits tobacco brand name sponsorship', 'concept2': 'any team', 'relationtype': 'negative'}], nan, [{'concept1': 'federal requirements', 'relation': 'lists the following restrictions', 'concept2': 'on tobacco marketing', 'relationtype': 'positive'}]]	0	0	0	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 2, 'agg': 0}}
10222	free access to markets free trade ensures the same playing rules for a competition , although does not necessarily ensures a fair competition for all the parties	[[{'concept1': 'free access to markets free trade', 'relation': 'ensures', 'concept2': 'the same playing rules for a competition', 'relationtype': 'positive'}], [{'concept1': 'free access', 'relation': 'ensures', 'concept2': 'same playing rules', 'relationtype': 'positive'}], [{'concept1': 'free access to markets free trade', 'relation': 'ensures', 'concept2': 'the same playing rules for a competition', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
10226	anxiety is positively associated with cannabis use	[[{'concept1': 'anxiety', 'relation': 'associated', 'concept2': 'cannabis', 'relationtype': 'positive'}], [{'concept1': 'anxiety', 'relation': 'is positively associated with', 'concept2': 'cannabis use', 'relationtype': 'positive'}], []]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
10233	even more pollution renders germany 's carbon tax completely ineffective	[[{'concept1': 'even more pollution', 'relation': 'renders ineffective', 'concept2': "germany 's carbon tax completely", 'relationtype': 'negative'}], [{'concept1': 'pollution', 'relation': 'renders', 'concept2': "germany 's carbon tax completely ineffective", 'relationtype': 'negative'}], [{'concept1': 'pollution', 'relation': 'ineffective', 'concept2': "germany 's carbon tax", 'relationtype': 'positive'}]]	1	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
10244	involvement of regional organizations in conflict resolution helping leverage support for multinational efforts in the event of a nation s crisis 3	[[{'concept1': 'involvement of regional organizations in conflict resolution', 'relation': 'leverage support', 'concept2': 'multinational efforts in the event of a nation s crisis 3', 'relationtype': 'positive'}], [{'concept1': 'involvement of regional organizations', 'relation': 'helping', 'concept2': 'leverage support for multinational efforts', 'relationtype': 'positive'}], [{'concept1': 'helping leverage support', 'relation': 'nation s crisis', 'concept2': nan, 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
10257	needle exchanges seem to place the interests of fighting diseases as needle exchanges actually enable drug use , in order to reduce the spread of disease	[[{'concept1': 'needle exchanges', 'relation': 'enable', 'concept2': 'drug use', 'relationtype': 'positive'}, {'concept1': 'exchanges', 'relation': 'reduce', 'concept2': 'spread of disease', 'relationtype': 'negative'}], [{'concept1': 'needle exchanges', 'relation': 'enable', 'concept2': 'drug use', 'relationtype': 'positive'}, {'concept1': 'needle exchanges', 'relation': 'reduce', 'concept2': 'spread of disease', 'relationtype': 'negative'}], [{'concept1': 'drug use', 'relation': 'reduce', 'concept2': 'the spread of disease', 'relationtype': 'negative'}]]	0	1	1	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
10258	needle exchange programs are an effective and obvious strategy to prevent the spread of this devastating disease	[[{'concept1': 'needle exchange programs', 'relation': 'prevent', 'concept2': 'spread of this devastating disease', 'relationtype': 'negative'}], [{'concept1': 'needle exchange programs', 'relation': 'prevent', 'concept2': 'devastating disease', 'relationtype': 'negative'}], [{'concept1': 'needle exchange programs', 'relation': 'are an effective and obvious strategy', 'concept2': 'prevent the spread of this devastating disease', 'relationtype': 'positive'}]]	1	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
10260	needle exchanges fight disease at expense of bigger drug problem	[[{'concept1': 'needle exchanges', 'relation': 'fight', 'concept2': 'disease', 'relationtype': 'negative'}], [{'concept1': 'needle exchanges', 'relation': 'fight', 'concept2': 'disease', 'relationtype': 'negative'}], [{'concept1': 'needle exchanges', 'relation': 'fight', 'concept2': 'disease', 'relationtype': 'positive'}]]	1	0	1	{'positive': {'min': 0, 'max': 1, 'agg': 0}, 'negative': {'min': 0, 'max': 1, 'agg': 1}}
10262	needle exchange program 's a very effective way to help curb the spread of disease	[[{'concept1': "needle exchange program 's", 'relation': 'help curb', 'concept2': 'spread of disease', 'relationtype': 'negative'}], [{'concept1': 'needle exchange program', 'relation': 'effective', 'concept2': 'curb the spread of disease', 'relationtype': 'positive'}], [{'concept1': 'needle exchange program', 'relation': 'effective way to', 'concept2': 'curb the spread of disease', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 0, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 1, 'agg': 0}}
10264	we have the right to assisted suicide and euthanasia because , as i have said previously , prolonging inevitable death is causing pain	[[{'concept1': 'prolonging inevitable death', 'relation': 'causing', 'concept2': 'pain', 'relationtype': 'positive'}], [{'concept1': 'prolonging inevitable death', 'relation': 'causing', 'concept2': 'pain', 'relationtype': 'positive'}], [{'concept1': 'prolonging inevitable death', 'relation': 'causing', 'concept2': 'pain', 'relationtype': 'positive'}]]	1	1	0	{'positive': {'min': 1, 'max': 1, 'agg': 1}, 'negative': {'min': 0, 'max': 0, 'agg': 0}}
10274	the legalization of medical marijuana lowers crime rate ) /	[[{'concept1': 'medical marijuana', 'relation': 'lowers', 'concept2': 'crime rate', 'relationtype': 'negative'}], [{'concept1': 'legalization', 'relation': 'lowers', 'concept2': 'crime rate', 'relationtype': 'negative'}], [{'concept1': 'legalization of medical marijuana', 'relation': 'lowers', 'concept2': 'crime rate', 'relationtype': 'negative'}]]	1	0	1	{'positive': {'min': 0, 'max': 0, 'agg': 0}, 'negative': {'min': 1, 'max': 1, 'agg': 1}}
