Input.Number	Input.Sentence	Answer.detect	Answer.detect_agg
10150	the term filibuster was meant to convey the idea of hijacking debate	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10162	march 1 , 2010 : opening more of americas coastlines to oil and natural gas drilling wont cut energy prices anytime soon	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10165	ronald reagan s first executive order , in fact , eliminated price controls on oil and natural gas	['Relation', 'Relation', 'Relation']	Relation
10179	ban smoking in workplaces and public places , the increase in the number of households with smoke free home rules , and the decreases in adult and youth smoking realize	['NoisySentence', 'Relation', 'Relation']	Relation
10196	this was towards reforestation only help in that due to the efforts we put towards reforestation remove carbon from earth 's atmosphere and mitigate the effects of tropical deforestation	['Relation', 'Relation', 'Relation']	Relation
10209	mba is no guarantee of even a job	['NoRelation', 'Relation', 'NoRelation']	NoRelation
10220	a final rule containing a broad set of federal requirements lists the following restrictions on tobacco marketing : prohibits tobacco brand name sponsorship of any athletic , or any team or entry in those events	['Relation', 'NoRelation', 'Relation']	Relation
10222	free access to markets free trade ensures the same playing rules for a competition , although does not necessarily ensures a fair competition for all the parties	['Relation', 'Relation', 'Relation']	Relation
10226	anxiety is positively associated with cannabis use	['Relation', 'Relation', 'Relation']	Relation
10233	even more pollution renders germany 's carbon tax completely ineffective	['Relation', 'Relation', 'Relation']	Relation
10241	i do know the first fleet brought many conflicts , but because of the first fleet the multicultural country we are today attracted many people from around the world to live her in times of crisis like the vietnam war	['NoRelation', 'NoRelation', 'Relation']	NoRelation
10244	involvement of regional organizations in conflict resolution helping leverage support for multinational efforts in the event of a nation s crisis 3	['Relation', 'Relation', 'Relation']	Relation
10249	this was to report the effects of hardcore porn consumption on sexual knowledge , attitudes toward sex , attitudes toward and perception of the opposite sex , sex life and general quality of life	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10254	needle exchanges no panacea against spread of disease	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10257	needle exchanges seem to place the interests of fighting diseases as needle exchanges actually enable drug use , in order to reduce the spread of disease	['Relation', 'Relation', 'Relation']	Relation
10258	needle exchange programs are an effective and obvious strategy to prevent the spread of this devastating disease	['Relation', 'Relation', 'Relation']	Relation
10260	needle exchanges fight disease at expense of bigger drug problem	['Relation', 'Relation', 'Relation']	Relation
10262	needle exchange program 's a very effective way to help curb the spread of disease	['Relation', 'Relation', 'Relation']	Relation
10264	we have the right to assisted suicide and euthanasia because , as i have said previously , prolonging inevitable death is causing pain	['Relation', 'Relation', 'Relation']	Relation
10274	the legalization of medical marijuana lowers crime rate ) /	['Relation', 'Relation', 'Relation']	Relation
10283	this seems to be more of an argument for recall elections than not , it would keep politicans accountable , because really , only the last year in politicanss ' political lives matter more than anything , but that leaves said politician ample time to do dammage to the us	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10284	to fracture the natural gas shale rock water consumption	['NoRelation', 'NoRelation', 'NoisySentence']	NoRelation
10288	the country has billion cubic meters in reserves of natural gas the country massive energy consumption for 120 years	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10299	the public plan would be progressively financed by increases in payroll taxes on employers	['NoisySentence', 'Relation', 'Relation']	Relation
10318	unwanted pregnancies is abstinence !	['NoRelation', 'Relation', 'NoRelation']	NoRelation
10325	abstinence before marriage on the part of both parties and faithfulness within is very effective in terms of limiting the spread of hiv/aids , as are natural family planning methods at preventing unwanted pregnancy	['Relation', 'Relation', 'Relation']	Relation
10329	contention two : compulsory voting will address the problems posed by polarization	['NoRelation', 'Relation', 'Relation']	Relation
10334	compulsory voting in the us would not change polarization	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10336	a zero tolerance approach to crime	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10344	obama deficit 's to the bailouts and to wars	['NoRelation', 'Relation', 'NoRelation']	NoRelation
10365	males get utis ( 4 ) and the 1 % ( 5 ) rate of complications in circumcisions for infants	['NoRelation', 'NoRelation', 'NoRelation']	NoRelation
10372	the supply of guns to law abiding citizens would be lessened somewhat with this ban	['Relation', 'Relation', 'Relation']	Relation
10378	a baby in new york died because the mohel ( the guy ) gave the penis herpes because he used he 's mouth to suck the blood from the penis , and the blood 's not the only case : the 5,000 year old religious practice [ ritual circumcision with oral suction ] is seen primarily in some orthodox communities and has caused an alarm among city health officials	['Relation', 'Relation', 'Relation']	Relation
10382	the progressive tax panders to the basic feelings of the growing poor and much of the shrinking middle class	['Relation', 'NoRelation', 'Relation']	Relation
10386	to make a flat tax take in as much taxes the current progressive tax model would require a massive tax hike on the middle class , to counterbalance the massive tax cut you 'd be giving to the richest of the rich	['NoRelation', 'Relation', 'NoRelation']	NoRelation
10393	vuvuzelas then goes on to say that vuvuzelas are distracting for the players	['Relation', 'Relation', 'NoisySentence']	Relation
10399	this was to support public hospitals that are n't getting compensated for their services , decreased tax revenue to the government since hospitals and doctors have to write off so many services as charity , as well as higher premiums and costs with insurers , hospitals and doctors	['NoisySentence', 'NoisySentence', 'NoisySentence']	NoisySentence
10410	as my will be proving that there are no benefits to birthright citizenship , any costs carried through will therefore win my the one : birthright citizenship undermines the rule of current law , immigrants who enter illegally and have the guestworker 's citizen child are rewarded with citizenship	['NoRelation', 'Relation', 'NoRelation']	NoRelation
10416	the vuvuzelas are a psychological and tonal disruption	['Relation', 'NoRelation', 'Relation']	Relation
10419	hydrogen cars combat global warming more aggressively than hybrids	['Relation', 'Relation', 'Relation']	Relation
